Name,Nation,Club,Position,Age,Overall,Shooting,Passing,Dribbling,Defending,Finishing
Saleh Al Qumayzi,Saudi Arabia,Abha Club,RB,31,62,37,54,59,55,35
Nader Al Sharari,Saudi Arabia,Al Shabab,CB,27,62,25,44,31,61,21
Hussain Al Shuwaysh,Saudi Arabia,Al Fayha,CB,34,62,24,45,47,60,18
Ali Al Zaqan,Saudi Arabia,Al Riyadh,RM,32,62,63,54,63,34,60
Flavio Alcedo,Peru,Sporting Cristal,CB,20,62,26,44,23,63,23
Paolo Alcocer,Bolivia,Palmaflor,CDM,23,62,51,55,65,61,48
Wessam Abou Ali,Denmark,IK Sirius,ST,24,62,61,47,63,23,65
Hussein Ali,Sweden,sc Heerenveen,RB,21,62,34,49,54,58,27
Ikromjon Alibaev,Uzbekistan,Gangwon FC,CM,29,62,60,59,61,54,58
Teddy Alloh,France,KAS Eupen,LB,21,62,39,52,65,58,37
Wildo Alonso,Paraguay,Gral. Caballero,LB,33,62,34,51,41,59,30
Rodri Alonso,Spain,Villarreal CF B,CM,20,62,54,65,63,48,49
Fran Álvarez,Spain,Widzew Łódź,CM,25,62,60,64,60,46,59
Romeo Amane,Côte d'Ivoire,BK Häcken,CM,20,62,50,60,68,49,50
Alfredo Amarilla,Paraguay,Arsenal,CM,22,62,53,62,64,51,51
Andrés Amaya,Colombia,Belgrano,RM,22,62,55,50,65,34,61
Michael Ameyaw,Poland,Piast Gliwice,RM,23,62,64,57,60,26,66
Simon Amin,Syria,Sandefjord,CM,25,62,44,60,62,53,42
Kikín,Spain,Cádiz CF,RB,20,62,35,45,66,61,36
Prince Aning,Holland,B. Dortmund II,LB,19,62,37,54,70,51,35
Niclas Anspach,Germany,Jahn Regensburg,CAM,23,62,51,60,57,31,58
Terry Antonis,Australia,Melbourne City,CM,29,62,58,63,61,57,57
Brian Anunga,Cameroon,Nashville SC,CDM,27,62,40,58,50,56,35
Louis Appéré,Scotland,Northampton,ST,24,62,60,58,61,39,61
Mateo Argüello,Uruguay,Danubio,RB,21,62,35,51,57,61,36
Carlo Armiento,Australia,Brisbane Roar,LM,24,62,61,58,61,43,59
Sinclair Armstrong,Republic of Ireland,QPR,ST,20,62,59,52,59,23,57
Zac Ashworth,Wales,Bolton,LWB,21,62,50,56,57,59,40
Fisnik Asllani,Germany,FK Austria Wien,ST,21,62,64,49,63,24,69
Jonathan Aspropotamitis,Australia,Macarthur FC,CB,27,62,29,47,45,60,27
Youssouf Assogba,Benin,Amiens SC,RWB,22,62,39,52,55,58,40
Josh Atencio,United States,Sounders FC,CDM,21,62,37,50,49,64,35
Josef Brian Baccay,Norway,Odds BK,LWB,22,62,43,53,60,53,40
Carlos Jatobá,Brazil,Politehnica Iași,CDM,28,62,45,55,49,60,38
Juraj Badelj,Croatia,Univ. Craiova,CB,20,62,27,40,39,62,25
Samy Baghdadi,France,USL Dunkerque,ST,26,62,61,58,62,22,63
Jamal Bajandouh,Saudi Arabia,Al Tai,CDM,31,62,57,61,58,61,52
Matan Baltaxa,Israel,FK Austria Wien,CB,28,62,29,47,57,61,28
Samuel Bamba,Germany,B. Dortmund II,LM,19,62,50,56,68,24,54
Damon Bansais,France,Quevilly Rouen,RB,29,62,29,51,55,57,26
Ezechiel Banzuzi,Holland,OH Leuven,CM,18,62,55,59,64,57,55
Kosta Barbarouses,New Zealand,Well. Phoenix,CAM,33,62,64,55,64,37,63
Tommaso Barbieri,Italy,Pisa,RB,21,62,31,51,50,59,28
Sergio Barcia,Spain,CD Mirandés,CB,22,62,32,49,51,63,29
Tom Barlow,United States,Red Bulls,ST,28,62,59,49,51,35,61
Joselpho Barnes,Ghana,STVV,ST,21,62,62,50,60,27,68
Faustino Barone,Uruguay,River Plate,ST,17,62,61,48,58,28,66
Lachlan Barr,Australia,Adelaide United,CB,29,62,30,39,33,62,29
Nicolás Claudio Barrientos,Argentina,Instituto,CAM,28,62,56,63,62,34,65
Brian Jepthe Bayeye,France,Ascoli,RM,23,62,50,59,60,55,45
Burak Bekaroğlu,Turkey,Hatayspor,CB,26,62,27,42,35,63,22
Daouda Beleme,Burkina Faso,FC Ingolstadt 04,ST,22,62,59,45,62,23,66
Mouhamed Belkheir,Algeria,Fortuna Sittard,ST,24,62,59,53,67,29,57
Quentin Bena,France,FC Dinamo 1948,CB,25,62,49,52,59,59,55
Ayman Benarous,England,Bristol City,CAM,20,62,49,58,69,38,47
Pedro Benito,Spain,Albacete BP,ST,23,62,60,58,64,29,63
Mal Benning,England,Shrewsbury,LWB,29,62,51,59,59,55,41
Robbie Benson,Republic of Ireland,Dundalk,CAM,31,62,61,63,62,55,58
Douglas Bergqvist,Sweden,Degerfors IF,CB,30,62,31,49,53,58,23
Dominic Bernard,Republic of Ireland,Forest Green,RB,26,62,37,50,57,59,33
Ömer Beyaz,Turkey,Hatayspor,CAM,20,62,52,62,67,47,54
Bi Jinhao,China PR,Changchun Yatai,CB,32,62,59,56,54,58,61
Mika Biereth,Denmark,Motherwell,ST,20,62,61,48,59,29,64
Harrison Biggins,England,Doncaster,CM,27,62,56,59,61,58,53
Noah Bischof,Austria,SCR Altach,ST,20,62,60,49,65,22,63
Parfait Bizoza,Burundi,Lyngby BK,CDM,24,62,54,53,59,61,53
Bjarki Steinn Bjarkason,Iceland,Venezia,LW,23,62,57,61,66,45,58
Fabio Blanco,Spain,Villarreal CF B,RM,19,62,56,55,68,28,59
Tino Blaž Lauš,Croatia,Hajduk Split,CAM,22,62,51,58,64,39,51
Xander Blomme,Belgium,Go Ahead Eagles,CDM,21,62,44,57,55,61,42
Augustine Boakye,Ghana,Wolfsberger AC,CAM,22,62,59,57,67,26,62
Hiram Boateng,England,Mansfield Town,CM,27,62,50,60,64,60,46
Benjamin Böckle,Austria,Preußen Münster,LB,21,62,34,49,55,59,29
Lamare Bogarde,Holland,Bristol Rovers,CDM,19,62,46,56,60,60,44
Florian Bohnert,Luxembourg,SC Bastia,LWB,25,62,40,54,57,57,38
Francesco Bombagi,Italy,Catanzaro,CM,34,62,63,63,66,48,63
Antonio Bordușanu,Romania,FC Dinamo 1948,RW,19,62,54,55,64,31,56
Cameron Borthwick-Jackson,England,Śląsk Wrocław,LB,26,62,45,57,56,58,42
Subhasish Bose,India,ATK Mohun Bagan,LB,28,62,28,45,55,58,21
Mehdi Boudjemaa,Algeria,Hatayspor,CM,25,62,46,59,68,62,38
Ryan Bowman,England,Shrewsbury,ST,31,62,61,47,56,31,62
Tom Bradbury,England,Cheltenham Town,CB,25,62,34,45,49,60,38
Mario Bratu,Romania,FC Petrolul,RW,21,62,61,61,60,28,58
Luuk Breedijk,Switzerland,FC Luzern,LM,19,62,62,58,63,38,60
Anthony Breslin,Republic of Ireland,St. Pats,LB,26,62,44,51,55,57,45
Tom Brewitt,England,Swindon Town,CB,26,62,36,45,47,59,24
Patrick Brough,England,Northampton,LB,27,62,46,54,54,57,46
Corey Brown,Australia,Brisbane Roar,LB,29,62,44,56,57,55,46
Garry Buckley,Republic of Ireland,Sligo Rovers,CB,30,62,58,61,58,61,56
Omar Bugiel,Lebanon,AFC Wimbledon,ST,29,62,60,50,57,37,60
Trent Buhagiar,Australia,Newcastle Jets,RM,25,62,58,51,55,26,65
Csaba Bukta,Hungary,SCR Altach,RM,22,62,53,54,65,41,57
Liam Burt,Scotland,Shamrock Rovers,LW,24,62,57,57,67,36,55
Alexander Busch,Denmark,Silkeborg IF,CB,20,62,29,42,41,62,24
Ronald Bustos,Bolivia,The Strongest,RB,19,62,53,55,57,56,55
Neill Byrne,Republic of Ireland,Stockport,CB,30,62,26,38,42,62,22
Catriel Cabellos,Peru,Racing Club,RW,19,62,52,61,63,53,53
Rodrigo Cabrera,Uruguay,Defensor,LB,19,62,35,50,61,59,29
Bryan Caicedo,Ecuador,Barcelona SC,CB,22,62,26,46,29,61,23
Jake Cain,England,Swindon Town,CM,22,62,57,60,60,58,57
Carlos Calzadilla,Venezuela,Dep. Táchira,RM,21,62,49,55,70,34,52
Mamadou Camara,France,Quevilly Rouen,LM,22,62,61,54,69,25,68
Hady Camara,France,En Avant Guingamp,CB,21,62,32,48,45,60,29
Sahmkou Camara,France,Stade-Lausanne,CB,20,62,32,41,54,58,28
Haroune Camara,Saudi Arabia,Al Ittihad,ST,25,62,59,50,61,21,62
Mamadi Camará,Guinea-Bissau,Reading,CAM,19,62,51,59,65,41,54
Axel Camblan,France,Stade Brestois 29,LW,20,62,54,60,62,41,55
Augusto Cambón,Uruguay,Defensor,ST,18,62,63,54,58,32,64
Kyle Cameron,Scotland,Notts County,CB,26,62,34,46,54,61,30
Callum Camps,Northern Ireland,Stockport,CM,27,62,59,61,63,57,57
Marco Camus,Spain,Valencia CF,LM,21,62,56,58,64,32,60
Niall Canavan,Republic of Ireland,Barrow,CB,32,62,26,37,37,62,25
Alan Cantero,Argentina,Barracas Central,ST,25,62,62,50,60,26,61
Pedro Capó,Spain,CD Eldense,CM,32,62,50,58,50,65,51
Mustapha Carayol,Gambia,Burton Albion,LW,35,62,57,58,63,23,52
Tobias Carlsson,Sweden,IK Sirius,CB,28,62,26,44,33,63,22
Amar Ćatić,Bosnia and Herzegovina,Wehen Wiesbaden,LM,24,62,55,56,62,28,55
Luke Chambers,England,Liverpool,LB,19,62,36,54,63,60,36
Harry Chapman,England,Bradford City,CAM,25,62,58,61,64,30,56
Cheng Jin,China PR,Zhejiang Pro,CM,28,62,59,64,65,44,59
Dennis Chessa,Germany,SSV Ulm 1846,RW,30,62,55,57,62,51,58
Fabio Chiarodia,Italy,M'gladbach,CB,18,62,33,49,55,62,26
Adam Chicksen,Zimbabwe,Notts County,LWB,32,62,53,54,60,54,53
Cho Hyun Taek,Korea Republic,Ulsan Hyundai,LB,22,62,39,52,62,57,35
Isaac Christie-Davies,Wales,KAS Eupen,CM,25,62,55,61,60,55,53
Riccardo Ciervo,Italy,Südtirol,LM,22,62,58,57,67,46,58
Marius Cioiu,Romania,FC Botoșani,RW,23,62,57,59,62,37,57
Geroge Cîrjan,Romania,SC Oțelul Galați,ST,34,62,67,46,58,21,66
Andrea Cisco,Italy,Südtirol,ST,25,62,61,61,66,24,62
Juri Cisotti,Italy,SC Oțelul Galați,ST,30,62,62,56,62,40,63
Ollie Clarke,England,Mansfield Town,CM,31,62,60,59,61,59,57
Reyes Cleary,England,West Brom,ST,19,62,62,50,57,29,62
Jack Clisby,Australia,WS Wanderers,LB,31,62,53,58,55,56,50
Seámus Conneely,Republic of Ireland,Accrington,CDM,35,62,49,56,56,61,46
James Connolly,Wales,Morecambe,CB,21,62,28,47,44,61,25
Dion Conroy,England,Crawley Town,CB,27,62,28,48,56,60,21
Juan Córdova,Canada,Ñublense,RB,28,62,39,60,58,55,29
Dean Cornelius,Scotland,Harrogate Town,CM,22,62,48,62,61,57,43
Milan Corryn,Belgium,Almere City FC,RW,24,62,61,62,63,49,60
Marijan Cosic,Sweden,Brommapojkarna,LW,27,62,59,60,60,36,61
Barry Cotter,Republic of Ireland,Barnsley,RWB,24,62,52,54,61,56,50
Artur Craciun,Moldova,Puszcza,CB,25,62,29,39,31,62,25
Erico Cuello,Uruguay,Defensor,CM,18,62,52,63,60,62,47
Giuseppe Cuomo,Italy,Südtirol,CB,25,62,28,39,36,63,15
Andy Dallas,Scotland,Kilmarnock,ST,24,62,61,46,61,28,63
Christian Dalle Mura,Italy,Fiorentina,CB,21,62,30,45,35,65,24
Tom Dallison,England,Colchester,CB,27,62,26,45,48,60,23
Robbie Deas,Scotland,Kilmarnock,CB,23,62,32,45,51,62,26
del Cerro,Spain,Burgos CF,CM,19,62,53,58,54,59,52
Ryan Delaney,Republic of Ireland,Newport County,CB,27,62,28,43,39,61,32
Fran Delgado,Spain,Farense,RB,22,62,34,49,59,56,30
Enis Destan,Turkey,Trabzonspor,ST,21,62,64,55,59,47,63
Mikey Devlin,Scotland,Livingston,CB,30,62,28,38,34,61,23
Fabio Di Michele Sanchez,Germany,Saarbrücken,LWB,20,62,32,52,61,58,30
Alan Di Pippa,Argentina,Banfield,CDM,23,62,41,57,52,58,36
Lamine Diaby Fadiga,France,Paris FC,ST,22,62,61,56,62,25,62
Moussa Diallo,France,Servette FC,RB,26,62,43,54,59,59,41
Carlos Díaz,Venezuela,Metropolitanos,CB,22,62,25,42,24,62,20
Mawlanyaz Dilmurat,China PR,Henan SSLM FC,RB,25,62,49,51,55,53,51
Ben Doak,Scotland,Liverpool,RW,17,62,52,51,69,27,56
Ronal Domínguez,Paraguay,Tacuary,CDM,31,62,47,58,59,61,43
Will Donkin,Chinese Taipei,Shenzhen FC,LM,22,62,53,51,68,40,56
Jacky Donkor,Belgium,Excelsior,LM,24,62,54,51,69,26,54
Mario Dorgeles,Côte d'Ivoire,FC Nordsjælland,CM,19,62,46,60,68,50,45
Jeriel Dorsett,England,Reading,CB,21,62,26,45,46,60,21
Mamadou Doucouré,France,M'gladbach,CB,25,62,31,49,48,62,21
Achraf Douiri,Holland,FC Volendam,RWB,23,62,55,54,65,56,58
Cheick Doumbia,France,Havre AC,LB,18,62,44,56,58,57,44
Damion Downs,United States,1. FC Köln,ST,19,62,62,51,58,24,65
Jean Armel Drolè,Côte d'Ivoire,FC Botoșani,LW,26,62,56,56,66,32,59
Duan Liuyu,China PR,Wuhan 3 Towns,CAM,25,62,54,63,63,40,54
Edoardo Duca,Italy,Modena,CAM,26,62,53,58,63,42,51
Andrei Dumiter,Romania,FC Voluntari,ST,24,62,60,53,60,38,61
Maksym Dyachuk,Ukraine,Dynamo Kyiv,CB,20,62,32,40,39,64,25
Jack Earing,England,Walsall,CDM,24,62,59,62,61,57,58
Chinedu Ekene,Germany,MSV Duisburg,ST,24,62,60,47,58,29,62
Abu Bekir Ömer El Zein,Germany,SV Sandhausen,CM,20,62,59,60,69,46,59
Jordan Elsey,Australia,East Bengal,CB,29,62,26,44,41,60,27
Josué Escartin,France,Stade Brestois 29,CB,20,62,30,46,34,63,21
Julius Eskesen,Denmark,FK Haugesund,CM,24,62,53,61,65,53,54
Marcelo Esponda,Argentina,Newell's,CDM,20,62,58,58,62,59,57
Philip Fahrner,Germany,SC Freiburg II,RB,20,62,51,64,68,57,54
Josh Falkingham,England,Harrogate Town,CDM,33,62,53,58,60,59,52
Oskar Fallenius,Sweden,Djurgårdens IF,RW,21,62,55,56,62,18,60
Giacomo Faticanti,Italy,Lecce,CDM,19,62,44,56,58,59,40
Khalil Fayad,France,Montpellier,CM,19,62,53,62,73,46,52
Peque,Spain,R. Racing Club,LM,21,62,56,59,67,35,60
Kevin Felida,Curaçao,RKC Waalwijk,CDM,23,62,47,56,56,60,44
Maciel,Brazil,New England,CDM,23,62,34,53,58,62,26
Feng Jin,China PR,Qingdao Hainiu,RWB,30,62,55,58,65,50,54
Ryan Ferhaoui,France,Stade Lavallois,CM,26,62,56,63,62,56,53
Mathias Fetsch,Germany,Unterhaching,ST,35,62,58,52,55,38,53
Ryan Flynn,Scotland,St. Mirren,CM,35,62,57,63,63,59,56
Sam Foley,Republic of Ireland,Barrow,CDM,36,62,56,61,58,60,57
Anthony Forde,Republic of Ireland,Wrexham AFC,RWB,29,62,59,60,63,53,58
Antonio Foti,Cyprus,Hannover 96,CM,19,62,60,59,65,53,65
Matty Foulds,England,Harrogate Town,LB,25,62,26,53,52,60,22
Tyrese Francois,Australia,Fulham,CM,23,62,44,58,64,58,44
Oscar Luigi Fraulo,Denmark,FC Utrecht,CM,19,62,55,61,61,55,54
Nick Freeman,England,Stevenage,CM,27,62,57,60,63,53,55
Ethan Galbraith,Northern Ireland,Leyton Orient,CAM,22,62,56,61,62,59,49
Sean Gannon,Republic of Ireland,Shamrock Rovers,CB,32,62,51,54,57,60,52
Adrian Gantenbein,Switzerland,FC Winterthur,RB,22,62,41,55,58,57,37
Ged Garner,England,Barrow,ST,24,62,60,48,62,23,59
Manu Garrido,Spain,RC Celta,ST,23,62,62,54,61,20,62
Timur Gayret,Germany,Hallescher FC,CAM,25,62,56,58,65,41,61
Jonas Gemmer,Denmark,Hvidovre IF,CM,27,62,52,61,62,61,48
Tiago José Geralnik,Argentina,Villarreal CF B,LM,20,62,54,64,63,37,53
Deniz Giafer,Romania,FC Dinamo 1948,CB,22,62,23,40,34,62,18
James Gibbons,England,Bristol Rovers,RB,25,62,43,57,58,58,37
Alex Gilliead,England,Bradford City,CM,27,62,55,58,64,56,56
Go Yo Han,Korea Republic,FC Seoul,CM,35,62,57,61,58,58,54
Go Moo Yul,Korea Republic,Suwon Samsung,ST,33,62,61,60,60,32,60
Alan Godoy,Spain,CD Mirandés,ST,20,62,61,48,67,31,64
Udoka Godwin-Malife,England,Swindon Town,CB,23,62,32,52,55,61,29
Taras Gomulka,Australia,Brisbane Roar,CDM,22,62,49,58,56,59,48
Michael Gonçalves,Switzerland,FC Winterthur,RB,28,62,35,52,65,56,29
Federico González,Argentina,Platense,LM,22,62,53,60,63,37,54
Jorge González,Paraguay,Tacuary,CM,35,62,57,61,61,60,58
Kaide Gordon,England,Liverpool,RW,19,62,57,54,64,25,60
Felix Göttlicher,Germany,SV Sandhausen,CB,21,62,30,37,33,60,26
Tarik Gözüsirin,Turkey,VfB Lübeck,CM,22,62,58,64,66,51,60
Gustav Granath,Sweden,Degerfors IF,CB,26,62,27,51,28,61,22
Kieran Green,England,Grimsby Town,CDM,26,62,45,52,55,57,41
Tom Grivosti,England,St. Pats,CB,24,62,39,43,42,61,34
Maximilian Großer,Germany,Arminia Bielefeld,CDM,22,62,33,53,43,61,30
Emin Grozdanic,Sweden,IFK Värnamo,CB,24,62,30,47,49,62,22
Brajan Gruda,Germany,1. FSV Mainz 05,CF,19,62,64,55,70,28,61
Moussa Guel,Côte d'Ivoire,USL Dunkerque,RW,24,62,57,47,67,26,62
Julen Jon,Spain,Roma FC,ST,19,62,56,57,59,40,56
Abdoul Guiebre,Burkina Faso,Modena,LM,26,62,44,60,56,49,43
Gökhan Gül,Turkey,Kasımpaşa,CDM,25,62,29,50,55,63,24
Lasse Günther,Germany,Wehen Wiesbaden,LWB,20,62,59,59,66,50,57
Göktan Gürpüz,Turkey,Trabzonspor,CAM,20,62,49,60,67,44,43
Jesper Gustavsson,Sweden,Mjällby AIF,CDM,28,62,47,56,56,58,44
Darko Gyabi,England,Leeds United,CM,19,62,47,60,67,55,39
Zachary Hadji,France,Stade-Lausanne,ST,27,62,63,54,63,20,64
Alexander Hahn,Germany,Preußen Münster,CB,30,62,40,48,46,59,35
Kreshnik Hajrizi,Kosovo,FC Lugano,CB,24,62,31,46,45,59,28
Lavdrim Hajrulahu,Kosovo,Stade-Lausanne,CB,25,62,29,42,34,60,28
Belal Halbouni,Syria,1. FC Magdeburg,CB,23,62,45,46,42,61,48
Valon Hamdiu,Kosovo,Stade-Lausanne,CDM,25,62,44,53,64,57,36
George Harmon,England,Ross County,LWB,22,62,40,51,62,57,40
Herman Haugen,Norway,Viking FK,RB,23,62,42,49,56,58,28
Jalen Hawkins,United States,SV Waldhof,RM,22,62,46,53,66,24,51
Oliver Hawkins,England,Gillingham,ST,31,62,60,50,55,55,59
Sanousi Hawsawi,Saudi Arabia,Damac FC,LB,25,62,30,47,61,51,29
Aune Selland Heggebø,Norway,SK Brann,ST,22,62,61,47,62,23,64
Melker Heier,Sweden,IK Sirius,CM,22,62,61,58,64,52,58
Heo Yul,Korea Republic,GwangJu FC,ST,22,62,59,38,56,26,63
Herrando,Spain,CA Osasuna,CB,22,62,29,42,27,63,21
Jose Herrera,Argentina,Argentinos Jrs.,RM,20,62,60,58,62,22,59
Charles-Jesaja Herrmann,Germany,SV Waldhof,ST,23,62,62,49,53,31,63
Luca Herrmann,Germany,Dynamo Dresden,CM,24,62,52,68,58,49,45
Felix Higl,Germany,SSV Ulm 1846,ST,26,62,59,56,61,27,60
Benjamin Hjertstrand,Sweden,Halmstads BK,LB,29,62,33,51,44,59,26
Kadir Hodžić,Sweden,BK Häcken,LB,29,62,34,55,58,58,33
Harrison Holgate,England,Fleetwood Town,CB,23,62,25,39,44,62,18
Jake Hollman,Australia,Macarthur FC,CM,22,62,54,58,65,57,53
Gavan Holohan,Republic of Ireland,Grimsby Town,CM,31,62,58,59,60,54,56
Hong Si Hoo,Korea Republic,Incheon United,RW,22,62,58,56,64,29,58
Seok-ju Hong,Korea Republic,Viktoria Köln,ST,20,62,58,48,66,23,60
Nikolai Hopland,Norway,Aalesunds FK,CB,19,62,41,50,46,61,38
Eric Hottmann,Germany,Jahn Regensburg,ST,23,62,59,53,60,26,60
Andréas Hountondji,France,Rodez AF,RM,21,62,58,54,63,19,61
Kimmo Hovi,Finland,VfB Lübeck,ST,29,62,60,52,59,25,64
Hu Ruibao,China PR,Rongcheng FC,CB,26,62,30,47,50,61,21
Charlie Hughes,England,Wigan Athletic,CB,19,62,28,48,45,63,23
Denver Hume,England,Portsmouth,LB,25,62,37,52,61,55,29
Ashley Hunter,England,MK Dons,LW,28,62,56,58,61,47,53
Erik Hurtado,United States,D.C. United,ST,32,62,62,51,57,33,60
Isaac Hutchinson,England,Walsall,CAM,23,62,60,60,62,54,58
Hwang Jae Hwan,Korea Republic,Ulsan Hyundai,CAM,22,62,52,57,69,33,56
Ellis Iandolo,England,Colchester,LWB,26,62,53,59,60,55,54
Jibril Ibrahimi,Nigeria,FCU 1948,ST,20,62,61,44,62,24,62
Melih Ibrahimoglu,Turkey,Heracles Almelo,CM,23,62,51,59,68,45,51
Zeno Ibsen Rossi,England,Cambridge Utd,CB,22,62,31,46,33,61,26
Burak İnce,Turkey,Śląsk Wrocław,CAM,19,62,50,54,71,30,53
Nestory Irankunda,Australia,Adelaide United,RM,17,62,66,55,60,29,65
Ryotaro Ito,Japan,STVV,CF,25,62,52,54,67,40,50
Joey Jacobs,Holland,Almere City FC,CB,23,62,33,44,33,62,29
Thomás,Brazil,GwangJu FC,ST,30,62,62,60,69,27,63
Jordan James,Wales,Birmingham City,CAM,19,62,52,59,65,60,52
Dean James,Holland,Go Ahead Eagles,LB,23,62,29,50,56,60,29
Jang Ho Ik,Korea Republic,Suwon Samsung,RB,29,62,48,52,56,54,49
Alexandre Jankewitz,Switzerland,FC Winterthur,CM,21,62,57,61,67,48,55
Lenn Jastremski,Germany,SSV Ulm 1846,ST,22,62,63,41,55,19,65
Jeon Jin Woo,Korea Republic,Suwon Samsung,LW,24,62,56,53,67,33,53
Alexander Johansson,Sweden,Mjällby AIF,ST,27,62,59,57,64,50,63
Herman Johansson,Sweden,Mjällby AIF,RWB,25,62,54,58,65,52,56
Louis John,England,Sutton United,CB,29,62,32,42,41,61,22
Federico Jourdan,Argentina,Central Córdoba,CM,32,62,57,58,60,57,60
Jung Dong Yoon,Korea Republic,Incheon United,RWB,29,62,41,56,55,55,43
Matthew Jurman,Australia,Macarthur FC,CB,33,62,40,52,45,60,41
Mads Kaalund,Denmark,Hvidovre IF,CM,27,62,56,59,63,52,56
Paul Kalambayi,England,AFC Wimbledon,CB,24,62,26,41,38,61,24
Abdoulaye Kamara,Guinea,Borussia Dortmund,CM,18,62,43,59,67,58,41
Majed Kanabah,Saudi Arabia,Al Shabab,CM,30,62,47,61,63,54,47
Kang Yoon Seong,Korea Republic,Daejeon Citizen,RB,26,62,47,58,54,57,40
Silva Kani,Israel,FK Austria Wien,RM,20,62,61,54,66,28,64
Benjamin Kanuric,Austria,FC Ingolstadt 04,CM,20,62,52,59,63,56,47
Andreas Karamanolis,Cyprus,Apoel FC,CB,22,62,41,56,37,61,38
Malte Karbstein,Germany,SV Waldhof,CB,25,62,36,42,43,62,39
Daniel Karlsbakk,Norway,sc Heerenveen,ST,20,62,57,50,61,27,61
Niklas Kastenhofer,Germany,VfB Lübeck,CB,24,62,28,43,50,62,25
Gökcan Kaya,Turkey,Pendikspor,CAM,28,62,56,57,68,40,54
Bryang Kayo,United States,FC Ingolstadt 04,CM,21,62,50,59,67,57,46
Joshua Kayode,Republic of Ireland,Carlisle United,ST,23,62,60,52,62,23,62
Liam Kelly,Republic of Ireland,Crawley Town,CM,27,62,58,62,59,56,53
Cammy Kerr,Scotland,Dundee FC,RB,28,62,29,51,54,58,24
Topi Keskinen,Finland,HJK Helsinki,LW,20,62,57,57,65,35,59
Saidou Khan,Gambia,Swindon Town,CDM,27,62,52,56,61,56,54
Kristoffer Khazeni,Sweden,IFK Norrköping,CM,28,62,58,63,67,45,57
Kim Ji Soo,Korea Republic,Brentford,CB,18,62,24,43,28,62,21
Kim Ju Chan,Korea Republic,Suwon Samsung,RW,19,62,58,48,67,24,60
Kim Han Gil,Korea Republic,GwangJu FC,LM,28,62,53,49,64,29,56
Kim Jun Ho,Korea Republic,Pohang Steelers,CDM,20,62,46,57,51,58,35
Liam Kinsella,Republic of Ireland,Swindon Town,CM,27,62,51,58,58,62,47
Colin Kleine-Bekel,Germany,Holstein Kiel,CB,20,62,28,42,32,62,22
Tobias Koch,Austria,Blau-Weiss Linz,CM,22,62,52,59,60,57,54
Vegard Kongsro,Norway,HamKam Fotball,LWB,25,62,41,53,56,55,39
Yoan Koré,France,Paris FC,RB,18,62,36,54,52,63,33
Kortajarena,Spain,SD Huesca,CAM,23,62,56,64,63,45,57
Elijah Krahn,Germany,Hamburger SV,CDM,20,62,39,58,62,59,40
Anton Kralj,Sweden,Hammarby IF,LB,25,62,34,51,62,56,34
Oscar Krusnell,Sweden,FK Haugesund,LB,24,62,37,53,56,56,36
Garang Kuol,Australia,FC Volendam,RW,19,62,56,55,63,25,62
Kaan Kurt,Germany,1860 München,RB,21,62,45,57,66,59,45
Kweon Han Jin,Korea Republic,Incheon United,CB,35,62,39,47,48,63,43
Omar Labrador,Venezuela,Est. de Mérida,LB,31,62,32,47,48,59,31
Thor Lange,Denmark,Stabæk Fotball,LWB,30,62,48,53,53,56,40
Jack Lankester,England,Cambridge Utd,CAM,23,62,58,60,62,43,59
Lucas Laso,Spain,R. Oviedo,CB,20,62,32,49,56,62,22
Marcel Lavinier,England,Forest Green,LB,22,62,39,51,59,56,32
Darragh Leahy,Republic of Ireland,Dundalk,LB,25,62,50,57,60,58,52
Noé Lebreton,France,SM Caen,CDM,19,62,55,60,59,62,55
Lee Eu Ddeum,Korea Republic,GwangJu FC,LB,34,62,52,59,58,56,45
Lee Sang Ki,Korea Republic,GwangJu FC,RB,27,62,57,57,60,52,52
Lee Seung Mo,Korea Republic,FC Seoul,CDM,25,62,57,56,61,56,53
Granit Lekaj,Kosovo,FC Winterthur,CB,33,62,37,46,48,63,44
Alfie Lewis,England,Dundalk,CDM,24,62,57,61,62,57,56
Fedde Leysen,Belgium,R. Union St.-G.,CB,20,62,38,49,42,61,40
Li Tixiang,China PR,Zhejiang Pro,CDM,34,62,51,53,53,58,37
Daniel Lino,Bolivia,The Strongest,LB,21,62,49,60,60,54,49
Elliott List,England,Stevenage,ST,26,62,61,51,61,28,60
Armani Little,England,AFC Wimbledon,CM,26,62,61,62,63,51,60
Arian Llugiqi,Germany,FC Ingolstadt 04,LM,20,62,58,55,64,35,59
Lucas Fabrizio Lopez,Argentina,Barracas Central,RM,25,62,50,59,59,59,51
Pablo López,Uruguay,Peñarol,CB,21,62,32,39,31,65,30
Ariel López,Uruguay,SC Oțelul Galați,CDM,28,62,48,54,52,62,47
Donald Love,Scotland,Morecambe,RWB,28,62,35,55,59,57,29
Lü Peng,China PR,Dalian Pro,CDM,33,62,42,53,56,62,41
Lü Haidong,China PR,Wuhan 3 Towns,LWB,31,62,47,56,53,59,43
Daniel Lucero,Argentina,Arsenal,ST,21,62,62,50,63,23,65
Andreas Ludwig,Germany,SSV Ulm 1846,CM,33,62,60,62,62,56,55
Santiago Luján,Argentina,Huracán,RM,21,62,57,59,65,36,55
Matty Lund,Northern Ireland,Salford City,CM,32,62,59,60,60,61,59
