Name,Club,Position,Overall,Shooting,Passing,Dribbling,Defending,Finishing
Oscar Højlund,F.C. København,CDM,57,43,53,56,54,39
Florian Hoxha,Grasshopper Club,LWB,57,29,46,62,54,31
Ethan Ingram,Salford City,RB,57,32,46,55,52,30
David Irimia,FC Dinamo 1948,RB,57,45,50,58,51,46
Alexandru Irimia,FC Dinamo 1948,CM,57,47,56,60,43,47
Luke Ivanovic,Perth Glory,ST,57,56,49,56,22,56
Will Jarvis,Shelbourne,LW,57,58,45,64,25,59
David Jaunegg,WSG Tirol,RB,57,39,47,55,56,37
Jakub Jędrasik,Legia Warszawa,CAM,57,57,52,63,27,57
Niklas Jessen,FC St. Pauli,CM,57,49,58,58,41,53
Ji Dong Won,FC Seoul,ST,57,58,56,54,40,56
William Kaastrup,Randers FC,LB,57,41,55,59,53,41
Dion Kacuri,Grasshopper Club,CAM,57,45,54,60,37,44
Nils Kaiser,Rot-Weiss Essen,CM,57,49,55,56,46,45
Rahul KP,Kerala Blasters,RM,57,52,46,55,37,55
İlker Karakaş,Gaziantep,ST,57,58,43,47,25,63
Lucas Kiewitt,Arminia Bielefeld,RM,57,46,50,56,25,46
Kim Hyun Woo,Daejeon Citizen,CB,57,34,47,46,56,30
Kim Ju Yeop,Suwon FC,RB,57,36,44,53,55,35
Kim Seung Woo,GwangJu FC,CB,57,24,29,29,57,23
Kim Hee Seung,Daegu FC,CM,57,43,54,56,50,38
Henrik Koch,Arminia Bielefeld,ST,57,55,38,53,30,58
Niko Koulis,Preußen Münster,CB,57,26,37,26,58,24
Dion Krasniqi,Varbergs BoIS,ST,57,55,38,51,22,59
Maksym Kucheriavyi,St. Johnstone,RM,57,51,53,55,33,53
Ritwik Kumar Das,Jamshedpur FC,LM,57,51,52,55,42,54
Jojea Kwizera,CF Montréal,LM,57,46,50,63,37,44
Jerry Lalrinzuala,Odisha FC,LB,57,41,46,49,50,36
Tobias Lauritsen,Vejle Boldklub,CM,57,53,55,56,54,49
Lee Gi Hyeok,Jeju United,RW,57,45,50,63,46,49
Paul Lehmann,Dynamo Dresden,CB,57,36,45,37,56,40
Li Shenyuan,Shanghai Port,RWB,57,28,42,47,54,22
Liu Wei,Nantong Zhiyun FC,CB,57,25,33,25,59,21
Alessandro Lopane,Melbourne City,CM,57,48,55,60,48,46
Ali Loune,1. FC Nürnberg,CDM,57,44,54,53,54,34
Ma Fuyu,Cangzhou FC,RM,57,48,48,62,29,48
Panashe Madanha,Adelaide United,RM,57,50,49,60,47,50
Ali Makki,Al Wehda,CB,57,27,46,34,57,20
Dominik Marczuk,Jagiellonia,RM,57,47,50,55,49,52
Anthony Markanich,St. Louis CITY SC,LB,57,22,41,52,55,16
Findlay Marshall,Aberdeen,CAM,57,52,56,60,41,52
John Martin,Dundalk,RM,57,53,54,55,37,54
Xander Martlé,Cercle Brugge,RM,57,43,59,63,30,47
Yegor Matsenko,Śląsk Wrocław,CB,57,39,44,36,55,37
Reece McAlear,Tranmere Rovers,CM,57,53,57,58,47,51
Ben McCormack,St. Pats,CAM,57,52,58,57,47,55
James McManus,Bohemian FC,CDM,57,48,52,55,54,48
D'Mani Mellor,Sutton United,LM,57,53,51,55,42,52
Juliën Mesbahi,FC Twente,CB,57,33,34,35,59,28
Cristian Mihai,UTA Arad,CDM,57,42,56,54,50,37
Harrison Minturn,Swindon Town,CB,57,24,35,36,56,20
Hendrik Mittelstädt,SC Verl,ST,57,54,43,57,23,58
Diego Monreal,Audax Italiano,CB,57,28,34,49,57,22
Divin Mubama,West Ham,ST,57,56,44,56,24,60
Miguel Muñoz,Piast Gliwice,CB,57,31,48,42,60,27
Christian N'Guessan,Sutton United,CM,57,46,55,54,52,42
Santiago Natera,Monagas SC,CM,57,53,56,57,45,58
Matthew Nocita,Red Bulls,CB,57,26,40,38,56,23
Jack Nolan,Accrington,RM,57,51,51,57,47,46
Darragh Nugent,Shamrock Rovers,CM,57,55,55,56,54,55
Joe O'Brien-Whitmarsh,Cork City,CAM,57,48,55,55,45,49
Ollie O'Neill,Fulham,CAM,57,49,59,55,46,48
Karl O'Sullivan,Sligo Rovers,RM,57,51,49,56,40,53
Marcel Oakley,Birmingham City,RB,57,45,43,57,53,48
Idris Odutayo,Fulham,CB,57,31,41,35,57,23
Krystian Okoniewski,Radomiak Radom,ST,57,56,39,53,25,60
Chiel Olde Keizer,Heracles Almelo,LB,57,34,43,52,53,30
Gabriele Onesti,Ternana,LM,57,52,50,62,22,55
Darius Oroian,Sepsi OSK,RB,57,31,43,49,53,29
Jordi Ortega,Villarreal CF B,CM,57,49,57,52,50,43
Benjamín Osses,Cobresal,RM,57,49,53,59,24,45
Eren Öztürk,Karlsruher SC,CM,57,49,58,62,47,46
Gerardo Padrón,Puerto Cabello,CM,57,47,57,62,43,42
Jasper Pattenden,Wycombe,CAM,57,49,54,57,45,45
Ayrton Paz,O. Petrolero,LB,57,46,48,56,54,45
Cameron Peupion,Cheltenham Town,CAM,57,46,60,59,41,48
Nikhil Poojary,Hyderabad FC,RB,57,49,49,56,50,48
Nicolas Popescu,Farul Constanța,CDM,57,40,53,58,53,33
Kacper Przybyłko,Warta Poznań,CB,57,26,39,30,57,22
Andrew Quinn,Shelbourne,CB,57,30,43,40,57,26
Vinit Rai,Mumbai City FC,CDM,57,43,49,49,54,44
Mandar Rao Dessai,East Bengal,LB,57,48,50,55,47,42
Lewis Richards,Bradford City,CB,57,41,50,50,55,38
Luke Robinson,St. Johnstone,LB,57,28,45,44,53,28
Benjamín Rojas,Palestino,CB,57,24,31,21,58,17
Jack Roles,Crawley Town,CM,57,57,58,61,47,55
Yadegar Rostami,Pogoń Szczecin,CDM,57,40,55,53,55,34
Mats Rots,FC Twente,LB,57,33,42,63,55,32
Jakub Rozwadowski,Stal Mielec,RM,57,47,50,62,38,48
Marco Rus,Coventry City,CAM,57,50,53,62,33,52
Richie Sagrado,OH Leuven,RB,57,27,38,56,55,24
Maxime Sainte,Varbergs BoIS,RWB,57,44,49,56,47,43
David Sala,Univ. Craiova,CDM,57,36,50,46,56,33
Abundance Salaou,IFK Göteborg,CDM,57,27,51,51,53,20
Franco Schädlich,FC Erzgebirge Aue,RB,57,46,48,52,58,45
Joël Schingtienne,OH Leuven,CB,57,25,35,25,59,19
Sam Schutti,TSV Hartberg,LB,57,37,49,52,54,34
Nandhakumar Sekar,East Bengal,LM,57,51,51,54,26,49
Giovanny Sequera,Metropolitanos,CM,57,43,57,57,52,40
Hitesh Sharma,Hyderabad FC,CM,57,46,53,56,52,45
Yeljan Shinar,Nantong Zhiyun FC,RB,57,39,46,58,53,42
Efe-Kaan Sihlaroglu,Karlsruher SC,CM,57,48,56,57,50,47
Luís Semedo,Sunderland,ST,57,56,44,55,23,58
Sandeep Singh,Kerala Blasters,RB,57,33,42,47,54,28
Axel Sjöberg,St. Pats,RB,57,29,47,52,54,24
Herman Sjögrell,IK Sirius,RW,57,55,51,60,30,53
Jordan Slew,Morecambe,ST,57,56,43,58,25,57
Oisin Smyth,Oxford United,CM,57,46,58,59,48,46
Fábio Jaló,Barnsley,ST,57,55,44,49,24,57
Song Wenjie,Qingdao Hainiu,ST,57,56,51,59,32,55
Tobias Storm,Lyngby BK,RWB,57,42,52,53,52,41
Yann Sturm,SC Freiburg II,CAM,57,42,54,62,37,44
Devin Sür,1860 München,LM,57,50,52,59,37,54
Hubert Szulc,Korona Kielce,ST,57,57,39,55,17,58
Diego Torres,Olimpia,LM,57,53,52,61,23,57
Madou Touré,Valenciennes FC,CDM,57,39,51,52,57,38
Atanas Trică-Balaci,Univ. Craiova,ST,57,55,40,54,22,60
David Udogu,FC Ingolstadt 04,RWB,57,34,48,52,52,33
Sascha Voelcke,Rot-Weiss Essen,LB,57,31,46,54,55,29
Hugo Vogel,FC Basel 1893,LB,57,42,52,54,53,39
James Waite,Newport County,CAM,57,50,54,58,43,50
Jakub Wajman,Warta Poznań,LM,57,49,50,58,29,53
Gabriel Wallentin,Halmstads BK,CB,57,25,37,32,58,21
Steven Warnock,Kilmarnock,RM,57,48,52,56,26,47
Evan Weir,Drogheda United,LB,57,51,53,53,55,50
Jack Wells-Morrison,Crystal Palace,CM,57,48,56,58,52,38
Charlie Weston,Blackburn Rovers,CDM,57,39,55,63,50,34
Will Wilson,Central Coast,CM,57,52,55,53,50,49
John Ross Wilson,Shelbourne,RWB,57,42,52,53,55,42
Oskar Wójcik,Cracovia,CB,57,26,41,36,57,22
Ben Worman,Cork City,CDM,57,53,56,57,51,52
Matthew Wright,Ross County,ST,57,57,43,51,22,63
Xu Dong,Qingdao Hainiu,CB,57,29,38,48,59,25
Xu Yue,Shenzhen FC,CM,57,45,55,53,48,45
Yan Zihao,Cangzhou FC,LB,57,25,33,50,54,22
Yang Yihu,Meizhou Hakka,LB,57,55,50,61,49,56
Yang Fan,Tianjin JMT FC,CB,57,31,50,61,57,25
Yao Xuchen,Cangzhou FC,RM,57,46,52,58,42,46
Yeom Ki Hun,Suwon Samsung,CM,57,57,62,61,42,53
Louis Zabala,Brisbane Roar,RB,57,48,55,58,50,45
Saud Zaidan,Al Fayha,CM,57,40,56,60,54,35
Luis Zeballos,O. Petrolero,CM,57,41,55,56,44,39
Zhang Wei,Shanghai Shenhua,ST,57,53,46,54,46,56
Zhou Junchen,Shanghai Shenhua,LM,57,49,47,57,23,51
Tobi Adebayo-Rowling,Notts County,RWB,56,33,46,54,51,34
Leslie Adekoya,Accrington,ST,56,52,39,49,19,54
Hamad Al Abdan,Al Khaleej,CAM,56,40,56,59,28,38
Hassan Al Ali,Abha Club,ST,56,55,44,52,16,58
Bassam Al Hurayji,Al Ahli,RB,56,36,53,54,50,34
Ziyad Al Johani,Al Ahli,CM,56,43,55,58,50,43
Abdullah Al Shanqeeti,Al Khaleej,CB,56,33,39,46,53,26
Abdulrahman Al Yami,Al Riyadh,ST,56,54,46,58,20,55
Ethan Alagich,Adelaide United,CAM,56,44,54,59,46,45
Abdihakin Ali,AIK,CM,56,47,52,57,48,46
Rahim Ali,Chennaiyin FC,LM,56,53,46,54,24,58
Samuel Amo-Ameyaw,Southampton,LW,56,54,49,59,28,54
Jacob Florentin Andersen,AGF,RWB,56,31,47,46,56,31
Karoy Anderson,Charlton Ath,CM,56,50,55,62,47,45
Jaber Asiri,Al Wehda,ST,56,56,44,54,23,58
Edison Azcona,Inter Miami CF,LM,56,54,49,64,23,54
Cammy Ballantyne,St. Johnstone,CM,56,53,53,58,49,52
Kailin Barlow,Sligo Rovers,CAM,56,50,52,58,48,53
Dawid Barnowski,Ruch Chorzów,RM,56,43,53,50,40,38
Aaron Basenach,Kaiserslautern,CDM,56,46,50,53,52,50
Ciaran Behan,UCD AFC,RM,56,49,52,57,24,48
Alfie Bendle,Forest Green,CDM,56,40,50,57,52,40
Marvin Benjamins,Preußen Münster,ST,56,52,49,62,16,55
Kian Best,Preston,LWB,56,42,61,49,47,38
Victor Bezerra,Chicago Fire FC,ST,56,59,40,52,18,61
Jake Bickerstaff,Wrexham AFC,ST,56,54,41,54,18,55
Asbjørn Bøndergaard,Silkeborg IF,ST,56,57,45,49,30,58
Valentin Borcea,FC Dinamo 1948,CAM,56,50,50,57,43,53
Caolán Boyd-Munce,St. Mirren,CM,56,52,55,52,45,48
Stijn Bultman,Heracles Almelo,CB,56,39,44,37,54,30
Santiago Castaneda,MSV Duisburg,CM,56,40,53,64,44,36
Carmine Chiappetta,FC Winterthur,LM,56,52,48,56,17,55
Richard Chin,Charlton Ath,LB,56,39,50,52,50,33
Farukh Choudhary,Chennaiyin FC,LM,56,45,51,52,39,48
Kai Corbett,Peterborough,ST,56,57,43,55,21,60
Martim Marques,FC Lugano,LB,56,32,50,67,50,32
Mark Coyle,Shelbourne,CM,56,46,53,55,52,51
Darragh Crowley,Cork City,RWB,56,55,51,55,52,54
Mauricio Cuevas,LA Galaxy,RB,56,30,45,54,51,24
Cui Qi,Changchun Yatai,CB,56,26,36,40,59,20
Cui Wei,Meizhou Hakka,CDM,56,52,56,55,51,54
Kevin Čustović,Cork City,CM,56,47,54,55,52,45
Marcus Dackers,Salford City,ST,56,55,39,51,22,58
Vignesh Dakshinamurthy,Hyderabad FC,LB,56,38,47,49,50,39
Gabriel David,FC Botoșani,RB,56,42,51,53,52,39
Dawyn-Paul Donner,SC Paderborn 07,CB,56,24,27,27,58,19
Seiminlen Doungel,Jamshedpur FC,RM,56,53,48,53,30,52
George Dragomir,FC Botoșani,RW,56,44,50,56,40,45
Aaron Drewe,QPR,RB,56,30,45,52,51,31
Conor Drinan,Cork City,LM,56,46,51,49,48,45
Du Yuezheng,Shenzhen FC,ST,56,55,42,52,24,58
Mischa Eberhard,Stade-Lausanne,CM,56,44,53,61,48,39
Evan Eghosa,Coventry City,CAM,56,48,53,63,31,51
Max Ejdum,Odense BK,CM,56,40,55,60,41,38
Nouri El Harmazi,RKC Waalwijk,CAM,56,49,55,52,48,45
Jack Ellis,Carlisle United,RWB,56,25,42,52,53,19
Pascal Fallmann,SC Freiburg II,RB,56,26,46,55,50,22
Jayden Fevrier,Colchester,LM,56,48,49,59,42,44
Charlie Finney,Crewe Alexandra,LB,56,46,52,51,50,45
Joseph Forde,Perth Glory,LWB,56,35,47,56,48,36
Joe Foulkes,Walsall,RWB,56,25,37,48,54,20
Narender Gahlot,Odisha FC,RB,56,37,42,38,54,36
Michael Gallagher,UCD AFC,RB,56,41,49,48,53,38
Joseph Gbode,Gillingham,ST,56,53,35,51,18,52
Neal Gibs,Kaiserslautern,LB,56,26,34,47,52,25
Jannik Graf,Jahn Regensburg,ST,56,57,40,54,20,63
Ryan Graydon,Fleetwood Town,RM,56,51,53,59,32,52
Michał Gurgul,Lech Poznań,CB,56,29,49,52,55,26
Ha Seung Un,GwangJu FC,LM,56,59,41,63,22,59
Luke Haakenson,Nashville SC,CM,56,54,55,52,43,57
Kamron Habibullah,Whitecaps FC,LM,56,53,51,62,27,50
Jad Hakiki,Shelbourne,CM,56,51,53,61,49,52
Jordon Hall,Melbourne City,CB,56,26,39,35,53,22
Han Jong Mu,Jeju United,CM,56,43,54,64,41,42
He Yupeng,Dalian Pro,RB,56,39,48,53,49,38
Brad Hills,Accrington,CB,56,25,37,37,55,19
Emil Højlund,F.C. København,ST,56,55,47,54,28,56
Fabian Holst-Larsen,Strømsgodset IF,RWB,56,30,44,53,49,29
Huang Jiahui,Dalian Pro,CB,56,35,46,53,56,31
Mutellip Iminqari,Rongcheng FC,LW,56,45,50,63,45,45
Matty Jacob,Hull City,LB,56,25,42,58,52,24
Aniket Jadhav,Odisha FC,LW,56,52,47,53,28,53
Imam Jagne,Mjällby AIF,CDM,56,41,50,55,52,38
Douglas James-Taylor,Walsall,ST,56,54,44,56,28,56
Leo Jansson,Varbergs BoIS,CB,56,31,45,46,54,30
Jeon Byung Kwan,Daejeon Citizen,ST,56,57,40,63,15,60
Jiang Ning,Qingdao Hainiu,CM,56,54,59,56,47,52
Oliver Jones,Macarthur FC,CB,56,42,49,48,53,42
Jung Ji Hoon,GwangJu FC,LM,56,51,46,64,22,56
Issa Kaloga,Servette FC,RW,56,46,46,65,43,47
Kang Yoon Gu,Ulsan Hyundai,CAM,56,47,55,60,35,46
Naif Kariri,Al Wehda,RB,56,34,49,52,50,29
Dara Keane,UCD AFC,CDM,56,48,52,57,51,49
Kipp Keller,Austin FC,CB,56,29,30,25,56,22
Puitea,Odisha FC,CM,56,44,54,58,51,42
Kim Dae Woo,Gangwon FC,CM,56,41,53,57,54,30
Kim Yeon Soo,Incheon United,CB,56,23,29,20,58,21
Kim Gyu Hyeong,Suwon FC,CAM,56,52,50,57,35,52
Kim Dae Hwan,Jeju United,RW,56,42,44,63,44,44
Danu Kinsella-Bishop,UCD AFC,ST,56,54,45,56,38,59
Tim Kloss,1860 München,CDM,56,28,48,33,55,24
Jakub Konstantyn,Korona Kielce,LM,56,57,53,54,24,60
Adam Kramarz,Puszcza,RW,56,50,53,60,23,49
Mikkel Kristensen,AGF,CB,56,27,41,40,53,23
Jeroen Krupa,FC Ingolstadt 04,ST,56,56,45,57,22,60
Johan Kury,Yverdon Sport FC,RM,56,52,47,61,19,53
Sasha Kuzevski,Central Coast,RB,56,39,46,51,48,36
Ricky Lallawmawma,Jamshedpur FC,LB,56,26,40,47,54,21
Li Xiangbin,Nantong Zhiyun FC,CDM,56,34,51,43,52,25
Li Yongjia,Meizhou Hakka,CM,56,38,55,56,52,33
Calixte Paul Ligue,FC Zürich,ST,56,54,42,51,24,55
Elvis Lindkvist,IFK Norrköping,CAM,56,46,54,61,35,46
Luca Lipani,Sassuolo,CDM,56,44,55,48,52,35
Liu Yue,Shenzhen FC,LM,56,50,50,53,35,53
Liu Jiashen,Qingdao Hainiu,CB,56,24,25,29,59,22
Pablo Luján,Blooming,RM,56,41,51,54,41,38
Magnus Lysholm,Hvidovre IF,RB,56,25,36,36,58,22
Théo Magnin,Servette FC,RB,56,33,40,57,54,30
Abdulaziz Makin,Damac FC,LW,56,48,48,60,36,53
Johan Manzambi,SC Freiburg II,CM,56,45,55,59,53,46
Mohammed Marran,Al Nassr,ST,56,56,41,51,20,62
Dan Martin,Accrington,CM,56,45,53,54,52,43
Glan Martins,ATK Mohun Bagan,CDM,56,48,53,54,50,41
Abdullah Matuq,Al Shabab,RW,56,51,46,60,23,55
Evans Maurin,Yverdon Sport FC,ST,56,56,50,65,19,56
JJ McKiernan,Morecambe,CAM,56,51,55,56,44,52
Brian McManus,Shelbourne,CM,56,50,56,56,53,48
Aaron McNally,Drogheda United,LB,56,48,52,59,52,50
Richard Meier,SV Sandhausen,ST,56,55,46,52,18,60
Steffen Meuer,FC Erzgebirge Aue,RM,56,59,51,54,30,62
Leny Meyer,FC Luzern,LB,56,31,46,59,52,27
Zoran Mitrov,FC Petrolul,CAM,56,51,50,59,37,52
Thoiba Singh Moirangthem,Odisha FC,CDM,56,39,47,48,52,38
Roméo Monticelli,Sp. Charleroi,LWB,56,30,35,52,55,23
John Mountney,Dundalk,RB,56,56,61,57,53,52
Muhmet Nebijan,Beijing Guoan,LB,56,36,51,57,53,35
Joy Mukena,Crawley Town,CB,56,29,35,33,58,21
Pascal Müller,Wolfsberger AC,CM,56,53,57,56,54,51
Cian Murphy,Cork City,ST,56,55,49,56,32,58
Adam Murphy,St. Pats,CM,56,52,54,58,52,52
Kelly N'Mai,Salford City,RM,56,47,49,56,27,44
Sivasakthi Narayanan,Bengaluru FC,ST,56,56,48,53,31,58
Niklas Niehoff,Holstein Kiel,ST,56,54,53,63,31,59
Tom Nixon,Doncaster,RB,56,29,45,57,53,29
Alex Nolan,St. Pats,RM,56,46,53,56,35,49
Darragh Noone,Drogheda United,CDM,56,49,53,54,55,50
Alan Nuñez,Cerro Porteño,RB,56,27,47,52,54,21
Henry Obermeyer,Arminia Bielefeld,CDM,56,36,48,50,55,36
Zech Obiero,Leyton Orient,CAM,56,43,51,57,36,40
Justin Obikwu,Coventry City,ST,56,55,36,50,19,60
Alfonso Ocampo-Chavez,Austin FC,ST,56,57,43,56,27,62
David Okagbue,Walsall,CB,56,26,35,32,56,25
Mayka Okuka,Lausanne-Sport,CM,56,43,52,62,55,37
Oliver Olsen,Randers FC,RB,56,28,43,52,52,28
Toyosi Olusanya,St. Mirren,ST,56,52,40,56,22,55
Tobi Omole,Crawley Town,CB,56,37,45,42,54,35
Tyrese Omotoye,Forest Green,ST,56,57,38,55,18,59
Adriano Onyegbule,FC Basel 1893,CAM,56,46,49,66,34,46
Arquimides Ordoñez,FC Cincinnati,ST,56,56,51,61,25,56
Evan Osam,UCD AFC,LB,56,36,47,53,51,39
Trent Ostler,Perth Glory,ST,56,55,49,52,44,57
Mohamed Oukhattou,PEC Zwolle,CAM,56,45,50,68,29,42
Timothy Noor Ouma,IF Elfsborg,CAM,56,45,55,55,38,42
Sahil Panwar,Odisha FC,LB,56,37,42,43,53,28
Michael Parker,Shrewsbury,CB,56,30,41,52,55,29
Gabriel Pellegrino,SC Freiburg II,CM,56,38,54,58,53,34
Oliver Pettersson,HJK Helsinki,CB,56,26,40,29,54,24
Piao Taoyu,Tianjin JMT FC,CM,56,44,55,55,42,42
James Plant,Port Vale,RWB,56,31,47,55,49,29
Filip Przybułek,Widzew Łódź,CM,56,46,58,53,49,44
Sebastian Quirk,Accrington,CM,56,52,56,60,51,50
Junior Quitirna,Fleetwood Town,RM,56,48,53,57,41,49
Mohammed Rafique,Chennaiyin FC,RB,56,47,52,49,48,45
Liam Ravenhill,Doncaster,CM,56,43,51,53,55,40
Filip Rejczyk,Legia Warszawa,CM,56,45,56,48,52,39
Rico Richards,Aston Villa,LM,56,49,51,60,26,48
Sean Robertson,Forest Green,RB,56,45,48,52,49,42
Darren Robinson,Derby County,CM,56,42,52,58,56,37
Bogdan Rotar,FC Hermannstadt,RW,56,55,46,55,25,53
Filip Rózga,Cracovia,LM,56,43,53,59,25,49
Juan Rubiano,Deportes Tolima,CAM,56,42,59,50,36,39
Aakash Sangwan,Chennaiyin FC,LB,56,36,47,49,52,33
Joshua Seberry,Newport County,CB,56,27,42,34,56,21
Maximilian Sellinger,TSV Hartberg,CDM,56,32,49,46,55,26
Shang Yin,Dalian Pro,RW,56,43,50,67,45,40
Vikram Singh,Mumbai City FC,RW,56,53,48,54,24,54
Boris Singh,FC Goa,RM,56,46,50,55,49,48
Ronald Sithole,Gillingham,ST,56,53,46,55,31,51
Jack Skahan,SJ Earthquakes,CM,56,47,57,54,42,45
Vegard Solheim,FK Haugesund,RB,56,39,50,54,52,36
Oscar Solnørdal,Aalesunds FK,CM,56,46,53,54,53,42
Jakub Stec,Puszcza,CDM,56,40,49,45,55,32
Elliot Stroud,Mjällby AIF,LWB,56,38,47,52,45,42
Sun Qinhan,Cangzhou FC,RWB,56,34,44,56,52,32
Sun Zheng'ao,Zhejiang Pro,CB,56,29,41,29,56,27
Nim Dorjee Tamang,Hyderabad FC,CB,56,26,42,42,54,19
Aljaž Tavčar,Ascoli,CB,56,26,34,32,55,19
Emre Tezgel,Stoke City,ST,56,59,40,56,18,61
Dagur Dan Þór­halls­son,Orlando City,CM,56,50,56,54,45,50
Junior Tiensia,Barrow,LWB,56,32,43,56,47,23
Mert Yusuf Torlak,Alanyaspor,CAM,56,49,54,62,32,45
Niko Tsakiris,SJ Earthquakes,CAM,56,34,54,65,32,32
Ethon Varian,Cork City,ST,56,54,48,54,21,55
Luis Vásquez,Cobresal,CM,56,46,55,57,36,44
Lewis Walker,Gillingham,ST,56,54,39,51,25,57
Wang Yaopeng,Dalian Pro,CB,56,27,34,47,56,22
Wang Yang,Zhejiang Pro,CB,56,33,45,43,56,32
Wang Yu,Dalian Pro,CDM,56,38,50,46,49,35
Suresh Wangjam,Bengaluru FC,CM,56,38,51,52,49,32
Reece Welch,Forest Green,CB,56,24,30,22,55,17
Harry Williams,Walsall,CB,56,24,34,31,54,21
Charlie Winfield,Barnsley,LWB,56,28,40,55,51,28
Tyler Wolff,Atlanta United,CM,56,44,56,58,36,41
Max Woltman,Oxford United,CAM,56,54,49,60,21,55
Harry Wood,Shelbourne,CM,56,49,59,55,49,46
Marco Wörner,SC Freiburg II,CAM,56,52,49,55,42,55
Marcel Wszołek,ŁKS Łódź,RB,56,37,50,44,53,31
Wu Guichao,Rongcheng FC,LW,56,43,49,59,42,43
Xu Yang,Qingdao Hainiu,LM,56,55,55,58,57,53
Yang Chaosheng,Meizhou Hakka,RM,56,52,42,61,45,57
Yang Dong Hyen,Suwon FC,ST,56,59,51,51,25,58
Yang Yilin,Meizhou Hakka,LM,56,42,56,61,39,36
Jonny Yull,Adelaide United,CAM,56,45,50,54,41,42
Zhao Yingjie,Tianjin JMT FC,CM,56,55,52,46,53,53
Adam Zimarino,Perth Glory,ST,56,57,49,55,33,58
Tizian Zimmermann,Unterhaching,CB,56,40,53,54,56,38
Tobi Adeyemo,Watford,ST,55,55,38,46,20,56
Martin Agnarsson,Viborg FF,LB,55,42,51,58,47,45
Johan Persson Åhstedt,Mjällby AIF,LWB,55,33,45,58,48,30
Khalil Al Absi,Al Hazem,LM,55,46,48,55,29,48
Abdulrahman Al Enazi,Al Fayha,CM,55,35,55,56,47,35
Firas Al Ghamdi,Al Raed,RM,55,48,50,53,48,47
Abdulrahman Al Hajeri,Al Wehda,LB,55,39,48,52,52,38
Omar Al Jadaani,Al Ittihad,LM,55,52,48,56,26,52
Hassan Al Mohammed,Al Fateh,CDM,55,41,47,51,50,45
Salem Al Najdi,Al Fateh,LB,55,25,39,45,53,22
Mohammed Al Yami,Al Shabab,CDM,55,33,45,51,53,31
Victor Andersson,AIK,LM,55,45,51,59,23,48
Devin Angleberger,Fürth,CM,55,41,55,52,57,36
Alexander Aoraha,QPR,CM,55,44,55,54,46,41
Nathan Asiimwe,Charlton Ath,RB,55,33,43,50,50,28
Ali Auglah,Macarthur FC,RM,55,49,48,56,31,48
Taha Ayari,AIK,LM,55,47,49,61,27,46
Alex Badolato,WS Wanderers,CAM,55,52,49,57,42,53
Reed Baker-Whiting,Sounders FC,RWB,55,48,51,54,51,46
Kofi Balmer,Port Vale,CB,55,31,41,42,54,30
Cian Bargary,Cork City,RM,55,48,48,57,46,50
Vincy Barretto,Chennaiyin FC,RM,55,46,48,55,24,49
Kaare Barslund,FC Nordsjælland,CB,55,22,38,38,55,15
Bryant Bilongo,Middlesbrough,LB,55,29,33,54,54,28
Scott Bitsindou,Livingston,CDM,55,36,51,52,52,30
Noah Blasucci,Grasshopper Club,ST,55,54,42,59,23,56
Luca Bolay,SV Waldhof,LB,55,38,48,51,49,37
Alex Bonetig,WS Wanderers,CB,55,29,43,46,52,25
Gary Boylan,Sligo Rovers,RB,55,33,44,52,54,26
Rhys Bozinovski,Western United,CDM,55,43,50,56,49,42
Seán Brennan,UCD AFC,CM,55,47,56,56,48,50
Mark Byrne,Sligo Rovers,CAM,55,46,55,58,37,50
Ciprian Călugăr,FC Univ. Cluj,LB,55,41,47,51,46,41
Iulian Codrin Cărăușu,FC Botoșani,RW,55,53,45,56,22,54
Theo Chapman,Barnsley,CAM,55,47,52,57,33,44
Pratik Chaudhari,Jamshedpur FC,CB,55,25,32,39,52,21
Cheng Changcheng,Changchun Yatai,ST,55,55,39,51,31,57
Cho Jae Hun,Pohang Steelers,LM,55,46,48,63,23,49
Ionuț Cojocaru,Farul Constanța,RW,55,53,52,53,25,52
George Cooper,Mansfield Town,CB,55,37,44,43,54,36
Dominic Corness,Yverdon Sport FC,CM,55,45,57,53,45,45
Brandan Craig,Austin FC,CB,55,38,49,54,54,31
Rasmus Cronvall,Varbergs BoIS,ST,55,56,41,49,20,59
Cui Ming'an,Dalian Pro,CM,55,42,56,46,52,29
Noah De Queiroz,FC Lugano,CB,55,24,32,38,54,22
Chris Donnell,Fulham,CM,55,47,52,56,48,48
Djovkar Doudaev,RWD Molenbeek,CB,55,22,41,34,53,16
Erik Dueñas,LAFC,CM,55,36,52,60,51,26
Courtney Duffus,Barrow,ST,55,53,45,53,28,53
Luke Duzel,Adelaide United,CM,55,40,52,56,43,41
Jamie Egan,Drogheda United,CB,55,25,36,33,54,25
Ramiro Eguez,Blooming,ST,55,54,44,52,17,58
Tope Fadahunsi,Sutton United,ST,55,56,44,62,19,61
Danish Farooq,Kerala Blasters,CAM,55,52,52,53,35,55
Alexander Fesshaie,AIK,ST,55,53,46,61,25,53
James Gale,Mansfield Town,ST,55,52,47,52,36,56
Christian Gammelgaard,Vejle Boldklub,RM,55,51,50,55,36,52
Samuel Garzón,Blooming,ST,55,56,40,55,20,62
Shahzat Ghojaehmet,Shenzhen FC,LW,55,41,45,61,35,41
Ian Godoy,Audax Italiano,CM,55,45,55,52,39,45
Leonard Grob,Unterhaching,CDM,55,51,49,54,51,59
